AIRPORT,Year,Month,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Date
CAIRNS,2004,11,39793,39791,79584,2004-11-01T00:00:00
CAIRNS,2004,12,36863,34203,71066,2004-12-01T00:00:00
CAIRNS,2005,1,39113,37860,76973,2005-01-01T00:00:00
CAIRNS,2005,2,33076,33019,66095,2005-02-01T00:00:00
CAIRNS,2005,3,38099,38431,76530,2005-03-01T00:00:00
CAIRNS,2005,4,29976,30847,60823,2005-04-01T00:00:00
CAIRNS,2005,5,28700,33264,61964,2005-05-01T00:00:00
CAIRNS,2005,6,33002,30829,63831,2005-06-01T00:00:00
CAIRNS,2005,7,38578,33760,72338,2005-07-01T00:00:00
CAIRNS,2005,8,37629,43419,81048,2005-08-01T00:00:00
CAIRNS,2005,9,38153,37265,75418,2005-09-01T00:00:00
CAIRNS,2005,10,38776,35016,73792,2005-10-01T00:00:00
CAIRNS,2005,11,38753,38455,77208,2005-11-01T00:00:00
CAIRNS,2005,12,39929,36235,76164,2005-12-01T00:00:00
CAIRNS,2006,1,40753,37480,78233,2006-01-01T00:00:00
CAIRNS,2006,2,33353,32784,66137,2006-02-01T00:00:00
CAIRNS,2006,3,35895,36073,71968,2006-03-01T00:00:00
CAIRNS,2006,4,30899,31554,62453,2006-04-01T00:00:00
CAIRNS,2006,5,28134,30388,58522,2006-05-01T00:00:00
CAIRNS,2006,6,31871,30797,62668,2006-06-01T00:00:00
CAIRNS,2006,7,31715,28879,60594,2006-07-01T00:00:00
CAIRNS,2006,8,33113,36214,69327,2006-08-01T00:00:00
CAIRNS,2006,9,33115,33425,66540,2006-09-01T00:00:00
CAIRNS,2006,10,35112,31890,67002,2006-10-01T00:00:00
CAIRNS,2006,11,32947,32541,65488,2006-11-01T00:00:00
CAIRNS,2006,12,32552,30225,62777,2006-12-01T00:00:00
CAIRNS,2007,1,31947,31554,63501,2007-01-01T00:00:00
CAIRNS,2007,2,31309,27251,58560,2007-02-01T00:00:00
CAIRNS,2007,3,30931,31172,62103,2007-03-01T00:00:00
CAIRNS,2007,4,24694,25400,50094,2007-04-01T00:00:00
CAIRNS,2007,5,23019,25929,48948,2007-05-01T00:00:00
CAIRNS,2007,6,28136,26594,54730,2007-06-01T00:00:00
CAIRNS,2007,7,32162,28765,60927,2007-07-01T00:00:00
CAIRNS,2007,8,32731,34249,66980,2007-08-01T00:00:00
CAIRNS,2007,9,28902,31021,59923,2007-09-01T00:00:00
CAIRNS,2007,10,32098,29828,61926,2007-10-01T00:00:00
CAIRNS,2007,11,30043,29487,59530,2007-11-01T00:00:00
CAIRNS,2007,12,27776,27050,54826,2007-12-01T00:00:00
CAIRNS,2008,1,27273,27304,54577,2008-01-01T00:00:00
CAIRNS,2008,2,27046,23068,50114,2008-02-01T00:00:00
CAIRNS,2008,3,27253,26655,53908,2008-03-01T00:00:00
CAIRNS,2008,4,21768,23184,44952,2008-04-01T00:00:00
CAIRNS,2008,5,22058,22571,44629,2008-05-01T00:00:00
CAIRNS,2008,6,21931,21696,43627,2008-06-01T00:00:00
CAIRNS,2008,7,26328,23019,49347,2008-07-01T00:00:00
CAIRNS,2008,8,28985,31144,60129,2008-08-01T00:00:00
CAIRNS,2008,9,24527,26023,50550,2008-09-01T00:00:00
CAIRNS,2008,10,28320,24734,53054,2008-10-01T00:00:00
CAIRNS,2008,11,24266,24527,48793,2008-11-01T00:00:00
CAIRNS,2008,12,20631,21150,41781,2008-12-01T00:00:00
CAIRNS,2009,1,18537,16984,35521,2009-01-01T00:00:00
CAIRNS,2009,2,15352,14234,29586,2009-02-01T00:00:00
CAIRNS,2009,3,18198,17539,35737,2009-03-01T00:00:00
CAIRNS,2009,4,16231,15879,32110,2009-04-01T00:00:00
CAIRNS,2009,5,14333,15001,29334,2009-05-01T00:00:00
CAIRNS,2009,6,14746,14498,29244,2009-06-01T00:00:00
CAIRNS,2009,7,17755,16377,34132,2009-07-01T00:00:00
CAIRNS,2009,8,18813,19954,38767,2009-08-01T00:00:00
CAIRNS,2009,9,18699,18824,37523,2009-09-01T00:00:00
CAIRNS,2009,10,18559,17194,35753,2009-10-01T00:00:00
CAIRNS,2009,11,16111,16589,32700,2009-11-01T00:00:00
CAIRNS,2009,12,18047,16349,34396,2009-12-01T00:00:00
CAIRNS,2010,1,16968,16811,33779,2010-01-01T00:00:00
CAIRNS,2010,2,18708,15744,34452,2010-02-01T00:00:00
CAIRNS,2010,3,18641,18119,36760,2010-03-01T00:00:00
CAIRNS,2010,4,19035,19013,38048,2010-04-01T00:00:00
CAIRNS,2010,5,16586,18067,34653,2010-05-01T00:00:00
CAIRNS,2010,6,17905,18512,36417,2010-06-01T00:00:00
CAIRNS,2010,7,24341,20546,44887,2010-07-01T00:00:00
CAIRNS,2010,8,24728,27474,52202,2010-08-01T00:00:00
CAIRNS,2010,9,24691,24656,49347,2010-09-01T00:00:00
CAIRNS,2010,10,23636,21613,45249,2010-10-01T00:00:00
CAIRNS,2010,11,22274,22039,44313,2010-11-01T00:00:00
CAIRNS,2010,12,22953,22813,45766,2010-12-01T00:00:00
CAIRNS,2011,1,22107,22050,44157,2011-01-01T00:00:00
CAIRNS,2011,2,18556,16331,34887,2011-02-01T00:00:00
CAIRNS,2011,3,19990,19163,39153,2011-03-01T00:00:00
CAIRNS,2011,4,18519,18859,37378,2011-04-01T00:00:00
CAIRNS,2011,5,17356,18504,35860,2011-05-01T00:00:00
CAIRNS,2011,6,19085,18693,37778,2011-06-01T00:00:00
CAIRNS,2011,7,26916,22192,49108,2011-07-01T00:00:00
CAIRNS,2011,8,25287,27519,52806,2011-08-01T00:00:00
CAIRNS,2011,9,23082,24708,47790,2011-09-01T00:00:00
CAIRNS,2011,10,23564,21727,45291,2011-10-01T00:00:00
CAIRNS,2011,11,19625,19528,39153,2011-11-01T00:00:00
CAIRNS,2011,12,20453,20258,40711,2011-12-01T00:00:00
CAIRNS,2012,1,20310,19523,39833,2012-01-01T00:00:00
CAIRNS,2012,2,19335,17247,36582,2012-02-01T00:00:00
CAIRNS,2012,3,20417,20853,41270,2012-03-01T00:00:00
CAIRNS,2012,4,19108,19012,38120,2012-04-01T00:00:00
CAIRNS,2012,5,17032,18281,35313,2012-05-01T00:00:00
CAIRNS,2012,6,18641,19582,38223,2012-06-01T00:00:00
CAIRNS,2012,7,24553,20007,44560,2012-07-01T00:00:00
CAIRNS,2012,8,25790,27104,52894,2012-08-01T00:00:00
CAIRNS,2012,9,22772,24224,46996,2012-09-01T00:00:00
CAIRNS,2012,10,23142,20398,43540,2012-10-01T00:00:00
CAIRNS,2012,11,23103,23068,46171,2012-11-01T00:00:00
CAIRNS,2012,12,23186,24671,47857,2012-12-01T00:00:00
CAIRNS,2013,1,23084,21479,44563,2013-01-01T00:00:00
CAIRNS,2013,2,21829,20189,42018,2013-02-01T00:00:00
CAIRNS,2013,3,21533,21190,42723,2013-03-01T00:00:00
CAIRNS,2013,4,18953,18806,37759,2013-04-01T00:00:00
CAIRNS,2013,5,15953,17390,33343,2013-05-01T00:00:00
CAIRNS,2013,6,16920,18395,35315,2013-06-01T00:00:00
CAIRNS,2013,7,24150,19409,43559,2013-07-01T00:00:00
CAIRNS,2013,8,24696,27564,52260,2013-08-01T00:00:00
CAIRNS,2013,9,20101,21374,41475,2013-09-01T00:00:00
CAIRNS,2013,10,22144,18929,41073,2013-10-01T00:00:00
CAIRNS,2013,11,17798,18220,36018,2013-11-01T00:00:00
CAIRNS,2013,12,20333,21652,41985,2013-12-01T00:00:00
CAIRNS,2014,1,23911,20221,44132,2014-01-01T00:00:00
CAIRNS,2014,2,20129,19117,39246,2014-02-01T00:00:00
CAIRNS,2014,3,19065,18792,37857,2014-03-01T00:00:00
CAIRNS,2014,4,14670,16394,31064,2014-04-01T00:00:00
CAIRNS,2014,5,13715,15252,28967,2014-05-01T00:00:00
CAIRNS,2014,6,15273,16675,31948,2014-06-01T00:00:00
CAIRNS,2014,7,23638,18074,41712,2014-07-01T00:00:00
CAIRNS,2014,8,23182,26286,49468,2014-08-01T00:00:00
CAIRNS,2014,9,19242,22088,41330,2014-09-01T00:00:00
CAIRNS,2014,10,21715,18589,40304,2014-10-01T00:00:00
CAIRNS,2014,11,16906,17259,34165,2014-11-01T00:00:00
CAIRNS,2014,12,19374,21343,40717,2014-12-01T00:00:00
CAIRNS,2015,1,22204,20752,42956,2015-01-01T00:00:00
CAIRNS,2015,2,24375,20661,45036,2015-02-01T00:00:00
CAIRNS,2015,3,19341,21334,40675,2015-03-01T00:00:00
CAIRNS,2015,4,18491,19824,38315,2015-04-01T00:00:00
CAIRNS,2015,5,17628,19137,36765,2015-05-01T00:00:00
CAIRNS,2015,6,17394,19542,36936,2015-06-01T00:00:00
CAIRNS,2015,7,28199,23289,51488,2015-07-01T00:00:00
CAIRNS,2015,8,27312,30336,57648,2015-08-01T00:00:00
CAIRNS,2015,9,23846,26196,50042,2015-09-01T00:00:00
CAIRNS,2015,10,25590,23096,48686,2015-10-01T00:00:00
CAIRNS,2015,11,21836,23067,44903,2015-11-01T00:00:00
CAIRNS,2015,12,24899,27384,52283,2015-12-01T00:00:00
CAIRNS,2016,1,28354,25600,53954,2016-01-01T00:00:00
CAIRNS,2016,2,29128,28700,57828,2016-02-01T00:00:00
CAIRNS,2016,3,26429,29816,56245,2016-03-01T00:00:00
CAIRNS,2016,4,25976,25867,51843,2016-04-01T00:00:00
CAIRNS,2016,5,18986,22772,41758,2016-05-01T00:00:00
CAIRNS,2016,6,20267,23078,43345,2016-06-01T00:00:00
CAIRNS,2016,7,28946,24878,53824,2016-07-01T00:00:00
CAIRNS,2016,8,28342,33282,61624,2016-08-01T00:00:00
CAIRNS,2016,9,27185,29632,56817,2016-09-01T00:00:00
CAIRNS,2016,10,27703,26910,54613,2016-10-01T00:00:00
CAIRNS,2016,11,23821,26864,50685,2016-11-01T00:00:00
CAIRNS,2016,12,28437,31320,59757,2016-12-01T00:00:00
CAIRNS,2017,1,31070,29762,60832,2017-01-01T00:00:00
CAIRNS,2017,2,24322,24762,49084,2017-02-01T00:00:00
CAIRNS,2017,3,27174,30646,57820,2017-03-01T00:00:00
CAIRNS,2017,4,24815,27684,52499,2017-04-01T00:00:00
CAIRNS,2017,5,19798,24128,43926,2017-05-01T00:00:00
CAIRNS,2017,6,22086,24497,46583,2017-06-01T00:00:00
CAIRNS,2017,7,31200,26249,57449,2017-07-01T00:00:00
CAIRNS,2017,8,30565,36935,67500,2017-08-01T00:00:00
CAIRNS,2017,9,27687,28833,56520,2017-09-01T00:00:00
CAIRNS,2017,10,27636,27173,54809,2017-10-01T00:00:00
CAIRNS,2017,11,24211,27170,51381,2017-11-01T00:00:00
CAIRNS,2017,12,29556,34214,63770,2017-12-01T00:00:00
CAIRNS,2018,1,33610,29869,63479,2018-01-01T00:00:00
CAIRNS,2018,2,29756,28672,58428,2018-02-01T00:00:00
CAIRNS,2018,3,28706,30677,59383,2018-03-01T00:00:00
CAIRNS,2018,4,24471,25518,49989,2018-04-01T00:00:00
CAIRNS,2018,5,20491,23509,44000,2018-05-01T00:00:00
CAIRNS,2018,6,22089,23370,45459,2018-06-01T00:00:00
CAIRNS,2018,7,32402,27031,59433,2018-07-01T00:00:00
CAIRNS,2018,8,33261,36904,70165,2018-08-01T00:00:00
CAIRNS,2018,9,26298,27264,53562,2018-09-01T00:00:00
CAIRNS,2018,10,28446,26124,54570,2018-10-01T00:00:00
CAIRNS,2018,11,22546,22310,44856,2018-11-01T00:00:00
CAIRNS,2018,12,28415,30812,59227,2018-12-01T00:00:00
CAIRNS,2019,1,35119,28466,63585,2019-01-01T00:00:00
CAIRNS,2019,2,30795,25815,56610,2019-02-01T00:00:00
CAIRNS,2019,3,27643,27018,54661,2019-03-01T00:00:00
CAIRNS,2019,4,26308,26781,53089,2019-04-01T00:00:00
CAIRNS,2019,5,21257,24427,45684,2019-05-01T00:00:00
CAIRNS,2019,6,22586,22671,45257,2019-06-01T00:00:00
CAIRNS,2019,7,32703,26768,59471,2019-07-01T00:00:00
CAIRNS,2019,8,31853,35300,67153,2019-08-01T00:00:00
CAIRNS,2019,9,27488,27903,55391,2019-09-01T00:00:00
CAIRNS,2019,10,29088,24945,54033,2019-10-01T00:00:00
CAIRNS,2019,11,21997,22149,44146,2019-11-01T00:00:00
CAIRNS,2019,12,25408,27336,52744,2019-12-01T00:00:00
CAIRNS,2020,1,28638,24465,53103,2020-01-01T00:00:00
CAIRNS,2020,2,24070,19120,43190,2020-02-01T00:00:00
CAIRNS,2020,3,10976,10079,21055,2020-03-01T00:00:00
CAIRNS,2020,4,30,24,54,2020-04-01T00:00:00
CAIRNS,2020,5,37,55,92,2020-05-01T00:00:00
CAIRNS,2020,6,102,144,246,2020-06-01T00:00:00
CAIRNS,2020,7,53,72,125,2020-07-01T00:00:00
CAIRNS,2020,8,79,58,137,2020-08-01T00:00:00
CAIRNS,2020,9,94,68,162,2020-09-01T00:00:00
CAIRNS,2020,10,130,108,238,2020-10-01T00:00:00
CAIRNS,2020,11,367,96,463,2020-11-01T00:00:00
CAIRNS,2020,12,250,106,356,2020-12-01T00:00:00
CAIRNS,2021,1,267,127,394,2021-01-01T00:00:00
CAIRNS,2021,2,184,104,288,2021-02-01T00:00:00
CAIRNS,2021,3,171,47,218,2021-03-01T00:00:00
CAIRNS,2021,4,0,0,0,2021-04-01T00:00:00
CAIRNS,2021,5,0,0,0,2021-05-01T00:00:00
CAIRNS,2021,6,283,275,558,2021-06-01T00:00:00
CAIRNS,2021,7,434,550,984,2021-07-01T00:00:00
CAIRNS,2021,8,0,0,0,2021-08-01T00:00:00
CAIRNS,2021,9,0,0,0,2021-09-01T00:00:00
CAIRNS,2021,10,0,3,3,2021-10-01T00:00:00
CAIRNS,2021,11,0,19,19,2021-11-01T00:00:00
CAIRNS,2021,12,0,26,26,2021-12-01T00:00:00
CAIRNS,2022,1,0,68,68,2022-01-01T00:00:00
CAIRNS,2022,2,0,111,111,2022-02-01T00:00:00
CAIRNS,2022,3,107,250,357,2022-03-01T00:00:00
CAIRNS,2022,4,1597,1374,2971,2022-04-01T00:00:00
CAIRNS,2022,5,2277,3020,5297,2022-05-01T00:00:00
CAIRNS,2022,6,4037,5344,9381,2022-06-01T00:00:00
CAIRNS,2022,7,10314,8022,18336,2022-07-01T00:00:00
CAIRNS,2022,8,11323,10614,21937,2022-08-01T00:00:00
CAIRNS,2022,9,7586,7664,15250,2022-09-01T00:00:00
CAIRNS,2022,10,10261,8440,18701,2022-10-01T00:00:00
CAIRNS,2022,11,7692,9456,17148,2022-11-01T00:00:00
CAIRNS,2022,12,11267,14438,25705,2022-12-01T00:00:00
CAIRNS,2023,1,15885,13920,29805,2023-01-01T00:00:00
CAIRNS,2023,2,15903,11957,27860,2023-02-01T00:00:00
CAIRNS,2023,3,15864,17120,32984,2023-03-01T00:00:00
CAIRNS,2023,4,18602,16245,34847,2023-04-01T00:00:00
CAIRNS,2023,5,16952,18037,34989,2023-05-01T00:00:00
CAIRNS,2023,6,18226,18794,37020,2023-06-01T00:00:00
CAIRNS,2023,7,28855,20136,48991,2023-07-01T00:00:00
CAIRNS,2023,8,27315,27939,55254,2023-08-01T00:00:00
CAIRNS,2023,9,25026,28228,53254,2023-09-01T00:00:00
CAIRNS,2023,10,27532,24665,52197,2023-10-01T00:00:00
CAIRNS,2023,11,24233,25047,49280,2023-11-01T00:00:00
CAIRNS,2023,12,23460,26852,50312,2023-12-01T00:00:00
CAIRNS,2024,1,29351,26377,55728,2024-01-01T00:00:00
CAIRNS,2024,2,25916,22413,48329,2024-02-01T00:00:00
CAIRNS,2024,3,24446,26343,50789,2024-03-01T00:00:00
CAIRNS,2024,4,23397,22580,45977,2024-04-01T00:00:00
CAIRNS,2024,5,20443,23586,44029,2024-05-01T00:00:00
CAIRNS,2024,6,22641,22635,45276,2024-06-01T00:00:00
CAIRNS,2024,7,27423,21350,48773,2024-07-01T00:00:00
CAIRNS,2024,8,27481,30285,57766,2024-08-01T00:00:00
CAIRNS,2024,9,27762,29529,57291,2024-09-01T00:00:00
CAIRNS,2024,10,30318,27470,57788,2024-10-01T00:00:00
CAIRNS,2024,11,25281,27624,52905,2024-11-01T00:00:00
CAIRNS,2024,12,29355,31908,61263,2024-12-01T00:00:00
CAIRNS,2025,1,35472,30729,66201,2025-01-01T00:00:00
CAIRNS,2025,2,28424,24675,53099,2025-02-01T00:00:00
CAIRNS,2025,3,24957,26231,51188,2025-03-01T00:00:00
CAIRNS,2025,4,26035,28149,54184,2025-04-01T00:00:00
CAIRNS,2025,5,25189,26296,51485,2025-05-01T00:00:00
CAIRNS,2025,6,26128,26882,53010,2025-06-01T00:00:00
CANBERRA,1985,1,0,0,0,1985-01-01T00:00:00
CANBERRA,1985,2,0,0,0,1985-02-01T00:00:00
CANBERRA,1985,3,0,0,0,1985-03-01T00:00:00
CANBERRA,1985,4,0,0,0,1985-04-01T00:00:00
CANBERRA,1985,5,0,0,0,1985-05-01T00:00:00
CANBERRA,1985,6,0,0,0,1985-06-01T00:00:00
CANBERRA,1985,7,0,0,0,1985-07-01T00:00:00
CANBERRA,1985,8,0,0,0,1985-08-01T00:00:00
CANBERRA,1985,9,0,0,0,1985-09-01T00:00:00
CANBERRA,1985,10,0,0,0,1985-10-01T00:00:00
CANBERRA,1985,11,0,0,0,1985-11-01T00:00:00
CANBERRA,1985,12,0,0,0,1985-12-01T00:00:00
CANBERRA,1986,1,0,0,0,1986-01-01T00:00:00
CANBERRA,1986,2,0,0,0,1986-02-01T00:00:00
CANBERRA,1986,3,0,0,0,1986-03-01T00:00:00
CANBERRA,1986,4,0,0,0,1986-04-01T00:00:00
CANBERRA,1986,5,0,0,0,1986-05-01T00:00:00
CANBERRA,1986,6,0,0,0,1986-06-01T00:00:00
CANBERRA,1986,7,0,0,0,1986-07-01T00:00:00
CANBERRA,1986,8,0,0,0,1986-08-01T00:00:00
CANBERRA,1986,9,0,0,0,1986-09-01T00:00:00
CANBERRA,1986,10,0,0,0,1986-10-01T00:00:00
CANBERRA,1986,11,0,0,0,1986-11-01T00:00:00
CANBERRA,1986,12,0,0,0,1986-12-01T00:00:00
CANBERRA,1987,1,0,0,0,1987-01-01T00:00:00
CANBERRA,1987,2,0,0,0,1987-02-01T00:00:00
CANBERRA,1987,3,0,0,0,1987-03-01T00:00:00
CANBERRA,1987,4,0,0,0,1987-04-01T00:00:00
CANBERRA,1987,5,0,0,0,1987-05-01T00:00:00
CANBERRA,1987,6,0,0,0,1987-06-01T00:00:00
CANBERRA,1987,7,0,0,0,1987-07-01T00:00:00
CANBERRA,1987,8,0,0,0,1987-08-01T00:00:00
CANBERRA,1987,9,0,0,0,1987-09-01T00:00:00
CANBERRA,1987,10,0,0,0,1987-10-01T00:00:00
CANBERRA,1987,11,0,0,0,1987-11-01T00:00:00
CANBERRA,1987,12,0,0,0,1987-12-01T00:00:00
CANBERRA,1988,1,0,0,0,1988-01-01T00:00:00
CANBERRA,1988,2,0,0,0,1988-02-01T00:00:00
CANBERRA,1988,3,0,0,0,1988-03-01T00:00:00
CANBERRA,1988,4,0,0,0,1988-04-01T00:00:00
CANBERRA,1988,5,0,0,0,1988-05-01T00:00:00
CANBERRA,1988,6,0,0,0,1988-06-01T00:00:00
CANBERRA,1988,7,0,0,0,1988-07-01T00:00:00
CANBERRA,1988,8,0,0,0,1988-08-01T00:00:00
CANBERRA,1988,9,0,0,0,1988-09-01T00:00:00
CANBERRA,1988,10,0,0,0,1988-10-01T00:00:00
CANBERRA,1988,11,0,0,0,1988-11-01T00:00:00
CANBERRA,1988,12,0,0,0,1988-12-01T00:00:00
CANBERRA,1989,1,0,0,0,1989-01-01T00:00:00
CANBERRA,1989,2,0,0,0,1989-02-01T00:00:00
CANBERRA,1989,3,0,0,0,1989-03-01T00:00:00
CANBERRA,1989,4,0,0,0,1989-04-01T00:00:00
CANBERRA,1989,5,0,0,0,1989-05-01T00:00:00
CANBERRA,1989,6,0,0,0,1989-06-01T00:00:00
CANBERRA,1989,7,0,0,0,1989-07-01T00:00:00
CANBERRA,1989,8,0,0,0,1989-08-01T00:00:00
CANBERRA,1989,9,0,0,0,1989-09-01T00:00:00
CANBERRA,1989,10,0,0,0,1989-10-01T00:00:00
CANBERRA,1989,11,0,0,0,1989-11-01T00:00:00
CANBERRA,1989,12,0,0,0,1989-12-01T00:00:00
CANBERRA,1990,1,0,0,0,1990-01-01T00:00:00
CANBERRA,1990,2,0,0,0,1990-02-01T00:00:00
CANBERRA,1990,3,0,0,0,1990-03-01T00:00:00
CANBERRA,1990,4,0,0,0,1990-04-01T00:00:00
CANBERRA,1990,5,0,0,0,1990-05-01T00:00:00
CANBERRA,1990,6,0,0,0,1990-06-01T00:00:00
CANBERRA,1990,7,0,0,0,1990-07-01T00:00:00
CANBERRA,1990,8,0,0,0,1990-08-01T00:00:00
CANBERRA,1990,9,0,0,0,1990-09-01T00:00:00
CANBERRA,1990,10,0,0,0,1990-10-01T00:00:00
CANBERRA,1990,11,0,0,0,1990-11-01T00:00:00
CANBERRA,1990,12,0,0,0,1990-12-01T00:00:00
CANBERRA,1991,1,0,0,0,1991-01-01T00:00:00
CANBERRA,1991,2,0,0,0,1991-02-01T00:00:00
CANBERRA,1991,3,0,0,0,1991-03-01T00:00:00
CANBERRA,1991,4,0,0,0,1991-04-01T00:00:00
CANBERRA,1991,5,0,0,0,1991-05-01T00:00:00
CANBERRA,1991,6,0,0,0,1991-06-01T00:00:00
CANBERRA,1991,7,0,0,0,1991-07-01T00:00:00
CANBERRA,1991,8,0,0,0,1991-08-01T00:00:00
CANBERRA,1991,9,0,0,0,1991-09-01T00:00:00
CANBERRA,1991,10,0,0,0,1991-10-01T00:00:00
CANBERRA,1991,11,0,0,0,1991-11-01T00:00:00
CANBERRA,1991,12,0,0,0,1991-12-01T00:00:00
CANBERRA,1992,1,0,0,0,1992-01-01T00:00:00
CANBERRA,1992,2,0,0,0,1992-02-01T00:00:00
CANBERRA,1992,3,0,0,0,1992-03-01T00:00:00
CANBERRA,1992,4,0,0,0,1992-04-01T00:00:00
CANBERRA,1992,5,0,0,0,1992-05-01T00:00:00
CANBERRA,1992,6,0,0,0,1992-06-01T00:00:00
CANBERRA,1992,7,0,0,0,1992-07-01T00:00:00
CANBERRA,1992,8,0,0,0,1992-08-01T00:00:00
CANBERRA,1992,9,0,0,0,1992-09-01T00:00:00
CANBERRA,1992,10,0,0,0,1992-10-01T00:00:00
CANBERRA,1992,11,0,0,0,1992-11-01T00:00:00
CANBERRA,1992,12,0,0,0,1992-12-01T00:00:00
CANBERRA,1993,1,0,0,0,1993-01-01T00:00:00
CANBERRA,1993,2,0,0,0,1993-02-01T00:00:00
CANBERRA,1993,3,0,0,0,1993-03-01T00:00:00
CANBERRA,1993,4,0,0,0,1993-04-01T00:00:00
CANBERRA,1993,5,0,0,0,1993-05-01T00:00:00
CANBERRA,1993,6,0,0,0,1993-06-01T00:00:00
CANBERRA,1993,7,0,0,0,1993-07-01T00:00:00
CANBERRA,1993,8,0,0,0,1993-08-01T00:00:00
CANBERRA,1993,9,0,0,0,1993-09-01T00:00:00
CANBERRA,1993,10,0,0,0,1993-10-01T00:00:00
CANBERRA,1993,11,0,0,0,1993-11-01T00:00:00
CANBERRA,1993,12,0,0,0,1993-12-01T00:00:00
CANBERRA,1994,1,0,0,0,1994-01-01T00:00:00
CANBERRA,1994,2,0,0,0,1994-02-01T00:00:00
CANBERRA,1994,3,0,0,0,1994-03-01T00:00:00
CANBERRA,1994,4,0,0,0,1994-04-01T00:00:00
CANBERRA,1994,5,0,0,0,1994-05-01T00:00:00
CANBERRA,1994,6,0,0,0,1994-06-01T00:00:00
CANBERRA,1994,7,0,0,0,1994-07-01T00:00:00
CANBERRA,1994,8,0,0,0,1994-08-01T00:00:00
CANBERRA,1994,9,0,0,0,1994-09-01T00:00:00
CANBERRA,1994,10,0,0,0,1994-10-01T00:00:00
CANBERRA,1994,11,0,0,0,1994-11-01T00:00:00
CANBERRA,1994,12,0,0,0,1994-12-01T00:00:00
CANBERRA,1995,1,0,0,0,1995-01-01T00:00:00
CANBERRA,1995,2,0,0,0,1995-02-01T00:00:00
CANBERRA,1995,3,0,0,0,1995-03-01T00:00:00
CANBERRA,1995,4,0,0,0,1995-04-01T00:00:00
CANBERRA,1995,5,0,0,0,1995-05-01T00:00:00
CANBERRA,1995,6,0,0,0,1995-06-01T00:00:00
CANBERRA,1995,7,0,0,0,1995-07-01T00:00:00
CANBERRA,1995,8,0,0,0,1995-08-01T00:00:00
CANBERRA,1995,9,0,0,0,1995-09-01T00:00:00
CANBERRA,1995,10,0,0,0,1995-10-01T00:00:00
CANBERRA,1995,11,0,0,0,1995-11-01T00:00:00
CANBERRA,1995,12,0,0,0,1995-12-01T00:00:00
CANBERRA,1996,1,0,0,0,1996-01-01T00:00:00
CANBERRA,1996,2,0,0,0,1996-02-01T00:00:00
CANBERRA,1996,3,0,0,0,1996-03-01T00:00:00
CANBERRA,1996,4,0,0,0,1996-04-01T00:00:00
CANBERRA,1996,5,0,0,0,1996-05-01T00:00:00
CANBERRA,1996,6,0,0,0,1996-06-01T00:00:00
CANBERRA,1996,7,0,0,0,1996-07-01T00:00:00
CANBERRA,1996,8,0,0,0,1996-08-01T00:00:00
CANBERRA,1996,9,0,0,0,1996-09-01T00:00:00
CANBERRA,1996,10,0,0,0,1996-10-01T00:00:00
CANBERRA,1996,11,0,0,0,1996-11-01T00:00:00
CANBERRA,1996,12,0,0,0,1996-12-01T00:00:00
CANBERRA,1997,1,0,0,0,1997-01-01T00:00:00
CANBERRA,1997,2,0,0,0,1997-02-01T00:00:00
CANBERRA,1997,3,0,0,0,1997-03-01T00:00:00
CANBERRA,1997,4,0,0,0,1997-04-01T00:00:00
CANBERRA,1997,5,0,0,0,1997-05-01T00:00:00
CANBERRA,1997,6,0,0,0,1997-06-01T00:00:00
CANBERRA,1997,7,0,0,0,1997-07-01T00:00:00
CANBERRA,1997,8,0,0,0,1997-08-01T00:00:00
CANBERRA,1997,9,0,0,0,1997-09-01T00:00:00
CANBERRA,1997,10,0,0,0,1997-10-01T00:00:00
CANBERRA,1997,11,0,0,0,1997-11-01T00:00:00
CANBERRA,1997,12,0,0,0,1997-12-01T00:00:00
CANBERRA,1998,1,0,0,0,1998-01-01T00:00:00
CANBERRA,1998,2,0,0,0,1998-02-01T00:00:00
CANBERRA,1998,3,0,0,0,1998-03-01T00:00:00
CANBERRA,1998,4,0,0,0,1998-04-01T00:00:00
CANBERRA,1998,5,0,0,0,1998-05-01T00:00:00
CANBERRA,1998,6,0,0,0,1998-06-01T00:00:00
CANBERRA,1998,7,0,0,0,1998-07-01T00:00:00
CANBERRA,1998,8,0,0,0,1998-08-01T00:00:00
CANBERRA,1998,9,0,0,0,1998-09-01T00:00:00
CANBERRA,1998,10,0,0,0,1998-10-01T00:00:00
CANBERRA,1998,11,0,0,0,1998-11-01T00:00:00
CANBERRA,1998,12,0,0,0,1998-12-01T00:00:00
CANBERRA,1999,1,0,0,0,1999-01-01T00:00:00
CANBERRA,1999,2,0,0,0,1999-02-01T00:00:00
CANBERRA,1999,3,0,0,0,1999-03-01T00:00:00
CANBERRA,1999,4,0,0,0,1999-04-01T00:00:00
CANBERRA,1999,5,0,0,0,1999-05-01T00:00:00
CANBERRA,1999,6,0,0,0,1999-06-01T00:00:00
CANBERRA,1999,7,0,0,0,1999-07-01T00:00:00
CANBERRA,1999,8,0,0,0,1999-08-01T00:00:00
CANBERRA,1999,9,0,0,0,1999-09-01T00:00:00
CANBERRA,1999,10,0,0,0,1999-10-01T00:00:00
CANBERRA,1999,11,0,0,0,1999-11-01T00:00:00
CANBERRA,1999,12,0,0,0,1999-12-01T00:00:00
